 x0/64, x1/64,x2/64
 x0/64 + 0.203125, x1/64 + 0.15625,x2/64 + 0.03125
 x0/64 + 0.21875, x1/64 + 0.15625,x2/64 + 0.03125
 x0/64 + 0.2109375, x1/64 + 0.1484375,x2/64 + 0.046875
 x0/64 + 0.125, x1/64 + 0.1875,x2/64
 x0/64 + 0.140625, x1/64 + 0.1875,x2/64
 x0/64 + 0.125, x1/64 + 0.203125,x2/64
 x0/64 + 0.140625, x1/64 + 0.203125,x2/64
 x0/64 + 0.1328125, x1/64 + 0.1953125,x2/64 + 0.015625
 x0/64 + 0.15625, x1/64 + 0.1875,x2/64
 x0/64 + 0.171875, x1/64 + 0.1875,x2/64
 x0/64 + 0.15625, x1/64 + 0.203125,x2/64
 x0/64 + 0.171875, x1/64 + 0.203125,x2/64
 x0/64 + 0.1640625, x1/64 + 0.1953125,x2/64 + 0.015625
 x0/64 + 0.125, x1/64 + 0.21875,x2/64
 x0/64 + 0.140625, x1/64 + 0.21875,x2/64
 x0/64 + 0.125, x1/64 + 0.234375,x2/64
 x0/64 + 0.140625, x1/64 + 0.234375,x2/64
 x0/64 + 0.1328125, x1/64 + 0.2265625,x2/64 + 0.015625
 x0/64 + 0.15625, x1/64 + 0.21875,x2/64
 x0/64 + 0.171875, x1/64 + 0.21875,x2/64
 x0/64 + 0.15625, x1/64 + 0.234375,x2/64
 x0/64 + 0.171875, x1/64 + 0.234375,x2/64
 x0/64 + 0.1640625, x1/64 + 0.2265625,x2/64 + 0.015625
 x0/64 + 0.140625, x1/64 + 0.203125,x2/64 + 0.03125
 x0/64 + 0.15625, x1/64 + 0.203125,x2/64 + 0.03125
 x0/64 + 0.140625, x1/64 + 0.21875,x2/64 + 0.03125
 x0/64 + 0.15625, x1/64 + 0.21875,x2/64 + 0.03125
 x0/64 + 0.1484375, x1/64 + 0.2109375,x2/64 + 0.046875
 x0/64 + 0.1875, x1/64 + 0.1875,x2/64
 x0/64 + 0.203125, x1/64 + 0.1875,x2/64
 x0/64 + 0.1875, x1/64 + 0.203125,x2/64
 x0/64 + 0.203125, x1/64 + 0.203125,x2/64
 x0/64 + 0.1953125, x1/64 + 0.1953125,x2/64 + 0.015625
 x0/64 + 0.21875, x1/64 + 0.1875,x2/64
 x0/64 + 0.234375, x1/64 + 0.1875,x2/64
 x0/64 + 0.21875, x1/64 + 0.203125,x2/64
 x0/64 + 0.234375, x1/64 + 0.203125,x2/64
 x0/64 + 0.2265625, x1/64 + 0.1953125,x2/64 + 0.015625
 x0/64 + 0.1875, x1/64 + 0.21875,x2/64
 x0/64 + 0.203125, x1/64 + 0.21875,x2/64
 x0/64 + 0.1875, x1/64 + 0.234375,x2/64
 x0/64 + 0.203125, x1/64 + 0.234375,x2/64
 x0/64 + 0.1953125, x1/64 + 0.2265625,x2/64 + 0.015625
 x0/64 + 0.21875, x1/64 + 0.21875,x2/64
 x0/64 + 0.234375, x1/64 + 0.21875,x2/64
 x0/64 + 0.21875, x1/64 + 0.234375,x2/64
 x0/64 + 0.234375, x1/64 + 0.234375,x2/64
 x0/64 + 0.2265625, x1/64 + 0.2265625,x2/64 + 0.015625
 x0/64 + 0.203125, x1/64 + 0.203125,x2/64 + 0.03125
 x0/64 + 0.21875, x1/64 + 0.203125,x2/64 + 0.03125
 x0/64 + 0.203125, x1/64 + 0.21875,x2/64 + 0.03125
 x0/64 + 0.21875, x1/64 + 0.21875,x2/64 + 0.03125
 x0/64 + 0.2109375, x1/64 + 0.2109375,x2/64 + 0.046875
 x0/64 + 0.15625, x1/64 + 0.15625,x2/64 + 0.0625
 x0/64 + 0.171875, x1/64 + 0.15625,x2/64 + 0.0625
 x0/64 + 0.15625, x1/64 + 0.171875,x2/64 + 0.0625
 x0/64 + 0.171875, x1/64 + 0.171875,x2/64 + 0.0625
 x0/64 + 0.1640625, x1/64 + 0.1640625,x2/64 + 0.078125
 x0/64 + 0.1875, x1/64 + 0.15625,x2/64 + 0.0625
 x0/64 + 0.203125, x1/64 + 0.15625,x2/64 + 0.0625
 x0/64 + 0.1875, x1/64 + 0.171875,x2/64 + 0.0625
 x0/64 + 0.203125, x1/64 + 0.171875,x2/64 + 0.0625
 x0/64 + 0.1953125, x1/64 + 0.1640625,x2/64 + 0.078125
 x0/64 + 0.15625, x1/64 + 0.1875,x2/64 + 0.0625
 x0/64 + 0.171875, x1/64 + 0.1875,x2/64 + 0.0625
 x0/64 + 0.15625, x1/64 + 0.203125,x2/64 + 0.0625
 x0/64 + 0.171875, x1/64 + 0.203125,x2/64 + 0.0625
 x0/64 + 0.1640625, x1/64 + 0.1953125,x2/64 + 0.078125
 x0/64 + 0.1875, x1/64 + 0.1875,x2/64 + 0.0625
 x0/64 + 0.203125, x1/64 + 0.1875,x2/64 + 0.0625
 x0/64 + 0.1875, x1/64 + 0.203125,x2/64 + 0.0625
 x0/64 + 0.203125, x1/64 + 0.203125,x2/64 + 0.0625
 x0/64 + 0.1953125, x1/64 + 0.1953125,x2/64 + 0.078125
 x0/64 + 0.171875, x1/64 + 0.171875,x2/64 + 0.09375
 x0/64 + 0.1875, x1/64 + 0.171875,x2/64 + 0.09375
 x0/64 + 0.171875, x1/64 + 0.1875,x2/64 + 0.09375
 x0/64 + 0.1875, x1/64 + 0.1875,x2/64 + 0.09375
 x0/64 + 0.1796875, x1/64 + 0.1796875,x2/64 + 0.109375
 x0/64 + 0.0625, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.0625, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.0703125, x1/64 + 0.0703125,x2/64 + 0.140625
 x0/64 + 0.09375, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.09375, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.1015625, x1/64 + 0.0703125,x2/64 + 0.140625
 x0/64 + 0.0625, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.0625, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.0703125, x1/64 + 0.1015625,x2/64 + 0.140625
 x0/64 + 0.09375, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.09375, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.1015625, x1/64 + 0.1015625,x2/64 + 0.140625
 x0/64 + 0.078125, x1/64 + 0.078125,x2/64 + 0.15625
 x0/64 + 0.09375, x1/64 + 0.078125,x2/64 + 0.15625
 x0/64 + 0.078125, x1/64 + 0.09375,x2/64 + 0.15625
 x0/64 + 0.09375, x1/64 + 0.09375,x2/64 + 0.15625
 x0/64 + 0.0859375, x1/64 + 0.0859375,x2/64 + 0.171875
 x0/64 + 0.125, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.125, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.1328125, x1/64 + 0.0703125,x2/64 + 0.140625
 x0/64 + 0.15625, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.0625,x2/64 + 0.125
 x0/64 + 0.15625, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.078125,x2/64 + 0.125
 x0/64 + 0.1640625, x1/64 + 0.0703125,x2/64 + 0.140625
 x0/64 + 0.125, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.125, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.1328125, x1/64 + 0.1015625,x2/64 + 0.140625
 x0/64 + 0.15625, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.09375,x2/64 + 0.125
 x0/64 + 0.15625, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.109375,x2/64 + 0.125
 x0/64 + 0.1640625, x1/64 + 0.1015625,x2/64 + 0.140625
 x0/64 + 0.140625, x1/64 + 0.078125,x2/64 + 0.15625
 x0/64 + 0.15625, x1/64 + 0.078125,x2/64 + 0.15625
 x0/64 + 0.140625, x1/64 + 0.09375,x2/64 + 0.15625
 x0/64 + 0.15625, x1/64 + 0.09375,x2/64 + 0.15625
 x0/64 + 0.1484375, x1/64 + 0.0859375,x2/64 + 0.171875
 x0/64 + 0.0625, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.0625, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.0703125, x1/64 + 0.1328125,x2/64 + 0.140625
 x0/64 + 0.09375, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.09375, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.1015625, x1/64 + 0.1328125,x2/64 + 0.140625
 x0/64 + 0.0625, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.0625, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.078125, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.0703125, x1/64 + 0.1640625,x2/64 + 0.140625
 x0/64 + 0.09375, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.09375, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.109375, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.1015625, x1/64 + 0.1640625,x2/64 + 0.140625
 x0/64 + 0.078125, x1/64 + 0.140625,x2/64 + 0.15625
 x0/64 + 0.09375, x1/64 + 0.140625,x2/64 + 0.15625
 x0/64 + 0.078125, x1/64 + 0.15625,x2/64 + 0.15625
 x0/64 + 0.09375, x1/64 + 0.15625,x2/64 + 0.15625
 x0/64 + 0.0859375, x1/64 + 0.1484375,x2/64 + 0.171875
 x0/64 + 0.125, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.125, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.1328125, x1/64 + 0.1328125,x2/64 + 0.140625
 x0/64 + 0.15625, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.125,x2/64 + 0.125
 x0/64 + 0.15625, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.140625,x2/64 + 0.125
 x0/64 + 0.1640625, x1/64 + 0.1328125,x2/64 + 0.140625
 x0/64 + 0.125, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.125, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.140625, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.1328125, x1/64 + 0.1640625,x2/64 + 0.140625
 x0/64 + 0.15625, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.15625,x2/64 + 0.125
 x0/64 + 0.15625, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.171875, x1/64 + 0.171875,x2/64 + 0.125
 x0/64 + 0.1640625, x1/64 + 0.1640625,x2/64 + 0.140625
 x0/64 + 0.140625, x1/64 + 0.140625,x2/64 + 0.15625
 x0/64 + 0.15625, x1/64 + 0.140625,x2/64 + 0.15625
 x0/64 + 0.140625, x1/64 + 0.15625,x2/64 + 0.15625
 x0/64 + 0.15625, x1/64 + 0.15625,x2/64 + 0.15625
 x0/64 + 0.1484375, x1/64 + 0.1484375,x2/64 + 0.171875
 x0/64 + 0.09375, x1/64 + 0.09375,x2/64 + 0.1875
 x0/64 + 0.109375, x1/64 + 0.09375,x2/64 + 0.1875
 x0/64 + 0.09375, x1/64 + 0.109375,x2/64 + 0.1875
 x0/64 + 0.109375, x1/64 + 0.109375,x2/64 + 0.1875
 x0/64 + 0.1015625, x1/64 + 0.1015625,x2/64 + 0.203125
 x0/64 + 0.125, x1/64 + 0.09375,x2/64 + 0.1875
 x0/64 + 0.140625, x1/64 + 0.09375,x2/64 + 0.1875
 x0/64 + 0.125, x1/64 + 0.109375,x2/64 + 0.1875
 x0/64 + 0.140625, x1/64 + 0.109375,x2/64 + 0.1875
 x0/64 + 0.1328125, x1/64 + 0.1015625,x2/64 + 0.203125
 x0/64 + 0.09375, x1/64 + 0.125,x2/64 + 0.1875
 x0/64 + 0.109375, x1/64 + 0.125,x2/64 + 0.1875
 x0/64 + 0.09375, x1/64 + 0.140625,x2/64 + 0.1875
 x0/64 + 0.109375, x1/64 + 0.140625,x2/64 + 0.1875
 x0/64 + 0.1015625, x1/64 + 0.1328125,x2/64 + 0.203125
 x0/64 + 0.125, x1/64 + 0.125,x2/64 + 0.1875
 x0/64 + 0.140625, x1/64 + 0.125,x2/64 + 0.1875
 x0/64 + 0.125, x1/64 + 0.140625,x2/64 + 0.1875
 x0/64 + 0.140625, x1/64 + 0.140625,x2/64 + 0.1875
 x0/64 + 0.1328125, x1/64 + 0.1328125,x2/64 + 0.203125
 x0/64 + 0.109375, x1/64 + 0.109375,x2/64 + 0.21875
 x0/64 + 0.125, x1/64 + 0.109375,x2/64 + 0.21875
 x0/64 + 0.109375, x1/64 + 0.125,x2/64 + 0.21875
 x0/64 + 0.125, x1/64 + 0.125,x2/64 + 0.21875
 x0/64 + 0.1171875, x1/64 + 0.1171875,x2/64 + 0.234375
 x0/64 + 0.25, x1/64,x2/64
 x0/64 + 0.265625, x1/64,x2/64
 x0/64 + 0.25, x1/64 + 0.015625,x2/64
 x0/64 + 0.265625, x1/64 + 0.015625,x2/64
 x0/64 + 0.2578125, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.28125, x1/64,x2/64
 x0/64 + 0.296875, x1/64,x2/64
 x0/64 + 0.28125, x1/64 + 0.015625,x2/64
 x0/64 + 0.296875, x1/64 + 0.015625,x2/64
 x0/64 + 0.2890625, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.25, x1/64 + 0.03125,x2/64
 x0/64 + 0.265625, x1/64 + 0.03125,x2/64
 x0/64 + 0.25, x1/64 + 0.046875,x2/64
 x0/64 + 0.265625, x1/64 + 0.046875,x2/64
 x0/64 + 0.2578125, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.28125, x1/64 + 0.03125,x2/64
 x0/64 + 0.296875, x1/64 + 0.03125,x2/64
 x0/64 + 0.28125, x1/64 + 0.046875,x2/64
 x0/64 + 0.296875, x1/64 + 0.046875,x2/64
 x0/64 + 0.2890625, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.265625, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.28125, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.265625, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.28125, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.2734375, x1/64 + 0.0234375,x2/64 + 0.046875
 x0/64 + 0.3125, x1/64,x2/64
 x0/64 + 0.328125, x1/64,x2/64
 x0/64 + 0.3125, x1/64 + 0.015625,x2/64
 x0/64 + 0.328125, x1/64 + 0.015625,x2/64
 x0/64 + 0.3203125, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.34375, x1/64,x2/64
 x0/64 + 0.359375, x1/64,x2/64
 x0/64 + 0.34375, x1/64 + 0.015625,x2/64
 x0/64 + 0.359375, x1/64 + 0.015625,x2/64
 x0/64 + 0.3515625, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.3125, x1/64 + 0.03125,x2/64
 x0/64 + 0.328125, x1/64 + 0.03125,x2/64
 x0/64 + 0.3125, x1/64 + 0.046875,x2/64
 x0/64 + 0.328125, x1/64 + 0.046875,x2/64
 x0/64 + 0.3203125, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.34375, x1/64 + 0.03125,x2/64
 x0/64 + 0.359375, x1/64 + 0.03125,x2/64
 x0/64 + 0.34375, x1/64 + 0.046875,x2/64
 x0/64 + 0.359375, x1/64 + 0.046875,x2/64
 x0/64 + 0.3515625, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.328125, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.34375, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.328125, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.34375, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.3359375, x1/64 + 0.0234375,x2/64 + 0.046875
 x0/64 + 0.25, x1/64 + 0.0625,x2/64
 x0/64 + 0.265625, x1/64 + 0.0625,x2/64
 x0/64 + 0.25, x1/64 + 0.078125,x2/64
 x0/64 + 0.265625, x1/64 + 0.078125,x2/64
 x0/64 + 0.2578125, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.28125, x1/64 + 0.0625,x2/64
 x0/64 + 0.296875, x1/64 + 0.0625,x2/64
 x0/64 + 0.28125, x1/64 + 0.078125,x2/64
 x0/64 + 0.296875, x1/64 + 0.078125,x2/64
 x0/64 + 0.2890625, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.25, x1/64 + 0.09375,x2/64
 x0/64 + 0.265625, x1/64 + 0.09375,x2/64
 x0/64 + 0.25, x1/64 + 0.109375,x2/64
 x0/64 + 0.265625, x1/64 + 0.109375,x2/64
 x0/64 + 0.2578125, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.28125, x1/64 + 0.09375,x2/64
 x0/64 + 0.296875, x1/64 + 0.09375,x2/64
 x0/64 + 0.28125, x1/64 + 0.109375,x2/64
 x0/64 + 0.296875, x1/64 + 0.109375,x2/64
 x0/64 + 0.2890625, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.265625, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.28125, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.265625, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.28125, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.2734375, x1/64 + 0.0859375,x2/64 + 0.046875
 x0/64 + 0.3125, x1/64 + 0.0625,x2/64
 x0/64 + 0.328125, x1/64 + 0.0625,x2/64
 x0/64 + 0.3125, x1/64 + 0.078125,x2/64
 x0/64 + 0.328125, x1/64 + 0.078125,x2/64
 x0/64 + 0.3203125, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.34375, x1/64 + 0.0625,x2/64
 x0/64 + 0.359375, x1/64 + 0.0625,x2/64
 x0/64 + 0.34375, x1/64 + 0.078125,x2/64
 x0/64 + 0.359375, x1/64 + 0.078125,x2/64
 x0/64 + 0.3515625, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.3125, x1/64 + 0.09375,x2/64
 x0/64 + 0.328125, x1/64 + 0.09375,x2/64
 x0/64 + 0.3125, x1/64 + 0.109375,x2/64
 x0/64 + 0.328125, x1/64 + 0.109375,x2/64
 x0/64 + 0.3203125, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.34375, x1/64 + 0.09375,x2/64
 x0/64 + 0.359375, x1/64 + 0.09375,x2/64
 x0/64 + 0.34375, x1/64 + 0.109375,x2/64
 x0/64 + 0.359375, x1/64 + 0.109375,x2/64
 x0/64 + 0.3515625, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.328125, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.34375, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.328125, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.34375, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.3359375, x1/64 + 0.0859375,x2/64 + 0.046875
 x0/64 + 0.28125, x1/64 + 0.03125,x2/64 + 0.0625
 x0/64 + 0.296875, x1/64 + 0.03125,x2/64 + 0.0625
 x0/64 + 0.28125, x1/64 + 0.046875,x2/64 + 0.0625
 x0/64 + 0.296875, x1/64 + 0.046875,x2/64 + 0.0625
 x0/64 + 0.2890625, x1/64 + 0.0390625,x2/64 + 0.078125
 x0/64 + 0.3125, x1/64 + 0.03125,x2/64 + 0.0625
 x0/64 + 0.328125, x1/64 + 0.03125,x2/64 + 0.0625
 x0/64 + 0.3125, x1/64 + 0.046875,x2/64 + 0.0625
 x0/64 + 0.328125, x1/64 + 0.046875,x2/64 + 0.0625
 x0/64 + 0.3203125, x1/64 + 0.0390625,x2/64 + 0.078125
 x0/64 + 0.28125, x1/64 + 0.0625,x2/64 + 0.0625
 x0/64 + 0.296875, x1/64 + 0.0625,x2/64 + 0.0625
 x0/64 + 0.28125, x1/64 + 0.078125,x2/64 + 0.0625
 x0/64 + 0.296875, x1/64 + 0.078125,x2/64 + 0.0625
 x0/64 + 0.2890625, x1/64 + 0.0703125,x2/64 + 0.078125
 x0/64 + 0.3125, x1/64 + 0.0625,x2/64 + 0.0625
 x0/64 + 0.328125, x1/64 + 0.0625,x2/64 + 0.0625
 x0/64 + 0.3125, x1/64 + 0.078125,x2/64 + 0.0625
 x0/64 + 0.328125, x1/64 + 0.078125,x2/64 + 0.0625
 x0/64 + 0.3203125, x1/64 + 0.0703125,x2/64 + 0.078125
 x0/64 + 0.296875, x1/64 + 0.046875,x2/64 + 0.09375
 x0/64 + 0.3125, x1/64 + 0.046875,x2/64 + 0.09375
 x0/64 + 0.296875, x1/64 + 0.0625,x2/64 + 0.09375
 x0/64 + 0.3125, x1/64 + 0.0625,x2/64 + 0.09375
 x0/64 + 0.3046875, x1/64 + 0.0546875,x2/64 + 0.109375
 x0/64 + 0.375, x1/64,x2/64
 x0/64 + 0.390625, x1/64,x2/64
 x0/64 + 0.375, x1/64 + 0.015625,x2/64
 x0/64 + 0.390625, x1/64 + 0.015625,x2/64
 x0/64 + 0.3828125, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.40625, x1/64,x2/64
 x0/64 + 0.421875, x1/64,x2/64
 x0/64 + 0.40625, x1/64 + 0.015625,x2/64
 x0/64 + 0.421875, x1/64 + 0.015625,x2/64
 x0/64 + 0.4140625, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.375, x1/64 + 0.03125,x2/64
 x0/64 + 0.390625, x1/64 + 0.03125,x2/64
 x0/64 + 0.375, x1/64 + 0.046875,x2/64
 x0/64 + 0.390625, x1/64 + 0.046875,x2/64
 x0/64 + 0.3828125, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.40625, x1/64 + 0.03125,x2/64
 x0/64 + 0.421875, x1/64 + 0.03125,x2/64
 x0/64 + 0.40625, x1/64 + 0.046875,x2/64
 x0/64 + 0.421875, x1/64 + 0.046875,x2/64
 x0/64 + 0.4140625, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.390625, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.40625, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.390625, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.40625, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.3984375, x1/64 + 0.0234375,x2/64 + 0.046875
 x0/64 + 0.4375, x1/64,x2/64
 x0/64 + 0.453125, x1/64,x2/64
 x0/64 + 0.4375, x1/64 + 0.015625,x2/64
 x0/64 + 0.453125, x1/64 + 0.015625,x2/64
 x0/64 + 0.4453125, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.46875, x1/64,x2/64
 x0/64 + 0.484375, x1/64,x2/64
 x0/64 + 0.46875, x1/64 + 0.015625,x2/64
 x0/64 + 0.484375, x1/64 + 0.015625,x2/64
 x0/64 + 0.4765625, x1/64 + 0.0078125,x2/64 + 0.015625
 x0/64 + 0.4375, x1/64 + 0.03125,x2/64
 x0/64 + 0.453125, x1/64 + 0.03125,x2/64
 x0/64 + 0.4375, x1/64 + 0.046875,x2/64
 x0/64 + 0.453125, x1/64 + 0.046875,x2/64
 x0/64 + 0.4453125, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.46875, x1/64 + 0.03125,x2/64
 x0/64 + 0.484375, x1/64 + 0.03125,x2/64
 x0/64 + 0.46875, x1/64 + 0.046875,x2/64
 x0/64 + 0.484375, x1/64 + 0.046875,x2/64
 x0/64 + 0.4765625, x1/64 + 0.0390625,x2/64 + 0.015625
 x0/64 + 0.453125, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.46875, x1/64 + 0.015625,x2/64 + 0.03125
 x0/64 + 0.453125, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.46875, x1/64 + 0.03125,x2/64 + 0.03125
 x0/64 + 0.4609375, x1/64 + 0.0234375,x2/64 + 0.046875
 x0/64 + 0.375, x1/64 + 0.0625,x2/64
 x0/64 + 0.390625, x1/64 + 0.0625,x2/64
 x0/64 + 0.375, x1/64 + 0.078125,x2/64
 x0/64 + 0.390625, x1/64 + 0.078125,x2/64
 x0/64 + 0.3828125, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.40625, x1/64 + 0.0625,x2/64
 x0/64 + 0.421875, x1/64 + 0.0625,x2/64
 x0/64 + 0.40625, x1/64 + 0.078125,x2/64
 x0/64 + 0.421875, x1/64 + 0.078125,x2/64
 x0/64 + 0.4140625, x1/64 + 0.0703125,x2/64 + 0.015625
 x0/64 + 0.375, x1/64 + 0.09375,x2/64
 x0/64 + 0.390625, x1/64 + 0.09375,x2/64
 x0/64 + 0.375, x1/64 + 0.109375,x2/64
 x0/64 + 0.390625, x1/64 + 0.109375,x2/64
 x0/64 + 0.3828125, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.40625, x1/64 + 0.09375,x2/64
 x0/64 + 0.421875, x1/64 + 0.09375,x2/64
 x0/64 + 0.40625, x1/64 + 0.109375,x2/64
 x0/64 + 0.421875, x1/64 + 0.109375,x2/64
 x0/64 + 0.4140625, x1/64 + 0.1015625,x2/64 + 0.015625
 x0/64 + 0.390625, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.40625, x1/64 + 0.078125,x2/64 + 0.03125
 x0/64 + 0.390625, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.40625, x1/64 + 0.09375,x2/64 + 0.03125
 x0/64 + 0.3984375, x1/64 + 0.0859375,x2/64 + 0.046875
 x0/64 + 0.4375, x1/64 + 0.0625,x2/64
 x0/64 + 0.453125, x1/64 + 0.0625,x2/64
 x0/64 + 0.4375, x1/64 + 0.078125,x2/64
 x0/64 + 0.453125, x1/64 + 0.078125,x2/64
